Nom,Dosage,Forme,Pr?sentation,Prix public,Prix hospitalier,DCI,Source
CEFODOX,40 mg/5 ml,Granulés pour suspension buvable,FL/100 ml,"21,745","17,085",CEFPODOXIME,ballouchi.github.io/medoc
ORELOX ENFANTS ET NOURRISSONS,40 mg/5 ml,Granulés pour suspension buvable,FL/100 ml,"22,260","17,085",CEFPODOXIME,ballouchi.github.io/medoc
TRIAXONE IM,250 mg,Pdre p.prep.injectable,B/1 FL + S/2 ml,,"0,000",CEFTRIAXONE,ballouchi.github.io/medoc
CEFAXONE IM IV SC,250 mg,Pdre p.prep.injectable,B/1 FL + S/5 ml,"3,875","0,000",CEFTRIAXONE,ballouchi.github.io/medoc
TRIAXONE IV,250 mg,Pdre p.prep.injectable,B/1 FL + S/5 ml,,"0,000",CEFTRIAXONE,ballouchi.github.io/medoc
TRIAXONE IM,500 mg,Pdre p.prep.injectable,B/1 FL + S/2 ml,,"0,000",CEFTRIAXONE,ballouchi.github.io/medoc
CEFAXONE IM IV SC,"0,5 g",Pdre p.prep.injectable,B/1 FL + S/5 ml,,"0,000",CEFTRIAXONE,ballouchi.github.io/medoc
TRIAXONE IV,500 mg,Pdre p.prep.injectable,B/1 FL + S/5 ml,,"0,000",CEFTRIAXONE,ballouchi.github.io/medoc
TRIAXONE IM,1 g,Pdre p.prep.injectable,"B/1 FL + S/3,5 ml",,"0,000",CEFTRIAXONE,ballouchi.github.io/medoc
CEFAXONE IM,1 g,Pdre p.prep.injectable,B/1 FL + S/4 ml,,"0,000",CEFTRIAXONE,ballouchi.github.io/medoc
CEFAXONE IV,1 g,Pdre p.prep.injectable,B/1 FL + S/10 ml,,"0,000",CEFTRIAXONE,ballouchi.github.io/medoc
CEFTRIAXONE LABESFAL IV,1 g,Pdre p.prep.injectable,B/1 FL + S/10 ml,,"0,000",CEFTRIAXONE,ballouchi.github.io/medoc
TRIAXONE IV,1 g,Pdre p.prep.injectable,B/1 FL + Solvant/10 ml,,"0,000",CEFTRIAXONE,ballouchi.github.io/medoc
CEFAXONE IM/IV,1 g,Pdre p.prep.injectable,B/10 Flacons sans solvant,,"0,000",CEFTRIAXONE,ballouchi.github.io/medoc
CEFTRIAXONE PANPHARMA,1 g,Pdre p.prep.injectable,B/25 FL sans solvant,,"0,000",CEFTRIAXONE,ballouchi.github.io/medoc
CEFORT,1 g,Pdre p.prep.injectable,B/50 FL sans solvant,,"0,000",CEFTRIAXONE,ballouchi.github.io/medoc
ANTIBACIN,2 g,Pdre p.prep.injectable,B/1 FL,,"0,000",CEFTRIAXONE,ballouchi.github.io/medoc
CEFAPOR IV,2 g,Pdre p.prep.injectable,B/1 Flacon de lyophilisat,,"0,000",CEFTRIAXONE,ballouchi.github.io/medoc
ZINNAT,125 mg,Comprimés pelliculés,B/14,"11,663","9,913",CEFUROXIME,ballouchi.github.io/medoc
ZINOX,250 mg,Comprimés pelliculés,B/14,"16,300","10,222",CEFUROXIME,ballouchi.github.io/medoc
U-CEF,250 mg,Comprimés pelliculés,FL/14,"19,025","10,222",CEFUROXIME,ballouchi.github.io/medoc
ZINNAT,250 mg,Comprimés pelliculés,B/14,"24,985","10,222",CEFUROXIME,ballouchi.github.io/medoc
ZINOX,250 mg,Comprimés pelliculés,B/28,"24,075","20,444",CEFUROXIME,ballouchi.github.io/medoc
ZINNAT,500 mg,Comprimés pelliculés,B/10,"27,570","19,839",CEFUROXIME,ballouchi.github.io/medoc
U-CEF,500 mg,Comprimés pelliculés,FL/14,"32,685","27,775",CEFUROXIME,ballouchi.github.io/medoc
ZINNAT,250 mg,Pdre p.prep.injectable,B/1,"6,895","5,861",CEFUROXIME,ballouchi.github.io/medoc
ZINNAT,750 mg,Pdre p.prep.injectable,B/1,"14,434","12,269",CEFUROXIME,ballouchi.github.io/medoc
ZINNAT,125 mg/5 ml,Poudre pour suspension orale,FL/70 ml,"14,022","11,900",CEFUROXIME,ballouchi.github.io/medoc
CIPROLON 500,500 mg,Comprimés pelliculés sécables,B/10,"10,190","5,559",CIPROFLOXACINE,ballouchi.github.io/medoc
CIPROMAX 500,500 mg,Comprimés pelliculés sécables,B/14,"9,160","7,783",CIPROFLOXACINE,ballouchi.github.io/medoc
CIPROCINE,500 mg,Comprimés pelliculés sécables,B/14,"9,340","7,783",CIPROFLOXACINE,ballouchi.github.io/medoc
SIPRODIS,500 mg,Comprimés pelliculés sécables,B/14,"9,340","7,783",CIPROFLOXACINE,ballouchi.github.io/medoc
CIPROSAIPH,500 mg,Comprimés pelliculés sécables,B/14,"10,515","7,783",CIPROFLOXACINE,ballouchi.github.io/medoc
QUINOLOX,500 mg,Comprimés pelliculés,B/14,"10,535","7,783",CIPROFLOXACINE,ballouchi.github.io/medoc
CIPROFLEX 500,500 mg,Comprimés pelliculés,B/14,"11,470","7,783",CIPROFLOXACINE,ballouchi.github.io/medoc
CIPRODAR,500 mg,Comprimés,B/14,"12,240","7,783",CIPROFLOXACINE,ballouchi.github.io/medoc
CIPRO 500,500 mg,Comprimés enrobés,B/14,"12,310","7,783",CIPROFLOXACINE,ballouchi.github.io/medoc
CIPROLON 500,500 mg,Comprimés pelliculés sécables,B/14,"12,730","7,783",CIPROFLOXACINE,ballouchi.github.io/medoc
SIFLOKS,500 mg,Comprimés pelliculés sécables,B/14,"14,615","7,783",CIPROFLOXACINE,ballouchi.github.io/medoc
CIPROFLEX 500,500 mg,Comprimés pelliculés,B/28,"18,440","15,565",CIPROFLOXACINE,ballouchi.github.io/medoc
SIFLOKS,500 mg,Comprimés pelliculés sécables,B/28,"20,445","15,565",CIPROFLOXACINE,ballouchi.github.io/medoc
CIPROCINE,750 mg,Comprimés pelliculés,B/14,"10,430","8,854",CIPROFLOXACINE,ballouchi.github.io/medoc
CIPROMAX 750,750 mg,Comprimés pelliculés,B/14,"10,430","8,854",CIPROFLOXACINE,ballouchi.github.io/medoc
SIPRODIS,750 mg,Comprimés pelliculés,B/14,"10,430","8,854",CIPROFLOXACINE,ballouchi.github.io/medoc
QUINOLOX,750 mg,Comprimés pelliculés,B/14,"13,500","8,854",CIPROFLOXACINE,ballouchi.github.io/medoc
CIPROLON 750,750 mg,Comprimés pelliculés sécables,B/14,"16,840","8,854",CIPROFLOXACINE,ballouchi.github.io/medoc
SIFLOKS,750 mg,Comprimés pelliculés sécables,B/14,"17,855","8,854",CIPROFLOXACINE,ballouchi.github.io/medoc
CIPRO 750,750 mg,Comprimés enrobés,B/14,"18,585","8,854",CIPROFLOXACINE,ballouchi.github.io/medoc
CIPROFLEX 750,750 mg,Comprimés pelliculés,B/15,"11,160","9,486",CIPROFLOXACINE,ballouchi.github.io/medoc
SIFLOKS,750 mg,Comprimés pelliculés sécables,B/28,"25,010","17,707",CIPROFLOXACINE,ballouchi.github.io/medoc
XYLAR 250,250 mg,Comprimés pelliculés sécables,B/10,"11,040","8,067",CLARITHROMYCINE,ballouchi.github.io/medoc
CLARITHRO 250,250 mg,Comprimés pelliculés,B/10,"11,345","8,067",CLARITHROMYCINE,ballouchi.github.io/medoc
CLARID,250 mg,Comprimés pelliculés,B/10,"13,505","8,067",CLARITHROMYCINE,ballouchi.github.io/medoc
ZECLAR,250 mg,Comprimés pelliculés,B/10,"16,820","8,067",CLARITHROMYCINE,ballouchi.github.io/medoc
DOMINAR,250 mg,Comprimés pelliculés,B/14,"13,295","11,293",CLARITHROMYCINE,ballouchi.github.io/medoc
CLARIMAX,250 mg,Comprimés pelliculés,B/14,"14,000","11,293",CLARITHROMYCINE,ballouchi.github.io/medoc
KLAROMIN,250 mg,Comprimés pelliculés,B/14,"14,540","11,293",CLARITHROMYCINE,ballouchi.github.io/medoc
ZELID 250,250 mg,Comprimés pelliculés,B/14,"14,645","11,293",CLARITHROMYCINE,ballouchi.github.io/medoc
XYLAR 250,250 mg,Comprimés pelliculés,B/14,"15,420","11,293",CLARITHROMYCINE,ballouchi.github.io/medoc
CLAMYCINE,250 mg,Comprimés pelliculés sécables,B/14,"15,970","11,293",CLARITHROMYCINE,ballouchi.github.io/medoc
CLARID,250 mg,Comprimés pelliculés,B/14,"16,540","11,293",CLARITHROMYCINE,ballouchi.github.io/medoc
ZECLAR,250 mg,Comprimés pelliculés,B/14,"18,960","11,293",CLARITHROMYCINE,ballouchi.github.io/medoc
DOMINAR,500 mg,Comprimés pelliculés,B/14,"23,450","16,755",CLARITHROMYCINE,ballouchi.github.io/medoc
CLARIMAX,500 mg,Comprimés pelliculés,B/14,"24,000","16,755",CLARITHROMYCINE,ballouchi.github.io/medoc
ZELID 500,500 mg,Comprimés pelliculés,B/14,"26,040","16,755",CLARITHROMYCINE,ballouchi.github.io/medoc
CLARITHROMYCINE ZENTIVA,500 mg,Comprimés pelliculés,B/14,"26,570","16,755",CLARITHROMYCINE,ballouchi.github.io/medoc
KLAROMIN,500 mg,Comprimés pelliculés sécables,B/14,"28,480","16,755",CLARITHROMYCINE,ballouchi.github.io/medoc
XYLAR 500,500 mg,Comprimés pelliculés,B/14,"29,205","16,755",CLARITHROMYCINE,ballouchi.github.io/medoc
CLARID,500 mg,Comprimés pelliculés,B/14,"29,775","16,755",CLARITHROMYCINE,ballouchi.github.io/medoc
CLAMYCINE,500 mg,Comprimés pelliculés sécables,B/14,"29,875","16,755",CLARITHROMYCINE,ballouchi.github.io/medoc
ZECLAR 500,500 mg,Comprimés pelliculés,B/14,"38,715","16,755",CLARITHROMYCINE,ballouchi.github.io/medoc
CLARITHRO 500,500 mg,Comprimés,B/16,"35,240","19,149",CLARITHROMYCINE,ballouchi.github.io/medoc
ZELID 500,500 mg,Comprimés pelliculés,B/28,"39,440","33,510",CLARITHROMYCINE,ballouchi.github.io/medoc
CLARID,25 mg/ml,Granulés pour suspension buvable,FL/60 ml + Seringue doseuse,"12,210","10,353",CLARITHROMYCINE,ballouchi.github.io/medoc
ZECLAR ENFANT,25 mg/ml,Poudre pour suspension orale,FL/60 ml + pipette doseuse,"13,180","10,353",CLARITHROMYCINE,ballouchi.github.io/medoc
CLARID,50 mg/ml,Granulés pour suspension buvable,FL/60 ml + Seringue doseuse,"19,390","16,473",CLARITHROMYCINE,ballouchi.github.io/medoc
ZECLAR ENFANT,50 mg/ml,Granulés pour suspension buvable,FL/60 ml + pipette doseuse,"21,600","16,473",CLARITHROMYCINE,ballouchi.github.io/medoc
BERLOCID,400 mg/80 mg,Comprimés,B/20,"2,590","2,193",COTRIMOXAZOLE,ballouchi.github.io/medoc
COTRIMOX,400 mg/80 mg,Comprimés,B/20,"3,300","2,193",COTRIMOXAZOLE,ballouchi.github.io/medoc
BACTRIM,400 mg/80 mg,Comprimés,B/20,"4,655","2,193",COTRIMOXAZOLE,ballouchi.github.io/medoc
SULFATRIM,400 mg/80 mg,Comprimés sécables,B/20,"4,830","2,193",COTRIMOXAZOLE,ballouchi.github.io/medoc
BACTRIM FORTE,800 mg/160 mg,Comprimés,B/10,"5,160","4,386",COTRIMOXAZOLE,ballouchi.github.io/medoc
BERLOCID,240 mg/5 ml,Suspension buvable,FL/100 ml,"3,013","2,550",COTRIMOXAZOLE,ballouchi.github.io/medoc
BACTEKOD,240 mg/5 ml,Suspension buvable,FL/100 ml,"3,835","2,550",COTRIMOXAZOLE,ballouchi.github.io/medoc
BACTRIM NOURRISSONS ET ENFANTS.,240 mg/5 ml,Suspension buvable,FL/100 ml,"4,280","2,550",COTRIMOXAZOLE,ballouchi.github.io/medoc
SULFATRIM,240 mg/5 ml,Suspension buvable,FL/100 ml,"5,280","2,550",COTRIMOXAZOLE,ballouchi.github.io/medoc
TETRADOX 100,100 mg,Comprimés,B/10,"4,255","3,460",DOXYCYCLINE,ballouchi.github.io/medoc
VIBRAMYCINE N,100 mg,Comprimés sécables,B/10,"5,480","3,460",DOXYCYCLINE,ballouchi.github.io/medoc
DOXY,100 mg,Comprimés sécables,B/20,"8,150","6,919",DOXYCYCLINE,ballouchi.github.io/medoc
VIBRA 200,200 mg,Comprimés sécables,B/8,"8,405","4,665",DOXYCYCLINE,ballouchi.github.io/medoc
TETRADOX 200,200 mg,Comprimés sécables,B/10,"6,865","5,831",DOXYCYCLINE,ballouchi.github.io/medoc
DOXY,200 mg,Comprimés sécables,B/10,"8,150","5,831",DOXYCYCLINE,ballouchi.github.io/medoc
MONOCLINE 200,200 mg,Comprimés,B/10,"8,905","5,831",DOXYCYCLINE,ballouchi.github.io/medoc
ENOXOR,200 mg,comprimés,B/10,"10,217","8,679",ENOXACINE,ballouchi.github.io/medoc
ERYTHRO 250,250 mg,Comprimés enrobés,B/20,"5,205","4,420",ERYTHROMYCINE,ballouchi.github.io/medoc
ERYTHRO 500,500 mg,Comprimés enrobés,B/16,"5,420","4,597",ERYTHROMYCINE,ballouchi.github.io/medoc
ABBOTICINE,200 mg,Poudre pour suspension orale,FL/60 ml,"4,900","4,131",ERYTHROMYCINE,ballouchi.github.io/medoc
ERYTHROCINE,500 mg/ml,Suspension buvable,FL/60 ml,"4,823","4,080",ERYTHROMYCINE,ballouchi.github.io/medoc
STAFLOX,500 mg,Gélules,B/12,"5,980","4,712",FLUCLOXACILLINE,ballouchi.github.io/medoc
FLOXAPEN,500 mg,Gélules,B/12,"8,550","4,712",FLUCLOXACILLINE,ballouchi.github.io/medoc
STAFLOX,500 mg,Gélules,B/24,"11,110","9,425",FLUCLOXACILLINE,ballouchi.github.io/medoc
FLOXAPEN,500 mg,Gélules,B/24,"13,805","9,425",FLUCLOXACILLINE,ballouchi.github.io/medoc
FLUXA 500,500 mg,Gélules,B/24,"14,745","9,425",FLUCLOXACILLINE,ballouchi.github.io/medoc
FLOXAPEN,250 mg,Poudre pour suspension orale,FL/60 ml,"6,470","5,457",FLUCLOXACILLINE,ballouchi.github.io/medoc
CYSTODOSE,3 g,Granulés pour solution buvable,B/1 Sachet,"15,140","12,869",FOSFOMYCINE,ballouchi.github.io/medoc
MONURIL ADULTE,3 g,Granulés pour suspension buvable,B/1 Sachet,"22,765","12,869",FOSFOMYCINE,ballouchi.github.io/medoc
UNIGENTA 10,10 mg,Solution injectable,B/2/1 ml,"2,080","1,766",GENTAMICINE,ballouchi.github.io/medoc
GENTA 10,10 mg,Solution injectable,B/5/1 ml,"5,195","4,416",GENTAMICINE,ballouchi.github.io/medoc
UNIGENTA 20,20 mg,Solution injectable,B/2/2 ml,"2,390","1,834",GENTAMICINE,ballouchi.github.io/medoc
GENTA 20,20 mg,Solution injectable,B/5/2 ml,"5,745","4,586",GENTAMICINE,ballouchi.github.io/medoc
UNIGENTA 40,40 mg,Solution injectable,B/2/2 ml,"2,835","1,826",GENTAMICINE,ballouchi.github.io/medoc
GENTA 40,40 mg,Solution injectable,B/5/2 ml,"6,075","4,565",GENTAMICINE,ballouchi.github.io/medoc
GENTA 80,80 mg,Solution injectable,B/1/2 ml,"2,125","1,489",GENTAMICINE,ballouchi.github.io/medoc
UNIGENTA 80,80 mg,Solution injectable,B/2/2 ml,"3,780","2,978",GENTAMICINE,ballouchi.github.io/medoc
GENTA 80,80 mg,Solution injectable,B/5/2 ml,"9,655","7,446",GENTAMICINE,ballouchi.github.io/medoc
UNIGENTA 160,160 mg,Solution injectable,B/1/2 ml,"3,880","2,661",GENTAMICINE,ballouchi.github.io/medoc
GENTA 160,160 mg,Solution injectable,B/1/2 ml,"4,245","2,661",GENTAMICINE,ballouchi.github.io/medoc
GENTAINJECT160,160 mg,Solution injectable,B/1 FL/2 ml,"5,295","2,661",GENTAMICINE,ballouchi.github.io/medoc
UNIGENTA 160,160 mg,Solution injectable,B/2/2 ml,"6,260","5,321",GENTAMICINE,ballouchi.github.io/medoc
CIDOMYCINE 20,20 mg/2 ml,Solution injectable,B/5/2 ml,"5,395","4,586",GENTAMICINE,ballouchi.github.io/medoc
CIDOMYCINE 40,40 mg/2 ml,Solution injectable,B/5/2 ml,"5,370","4,565",GENTAMICINE,ballouchi.github.io/medoc
GENTAINJECT 40,40 mg/2 ml,Solution injectable,B/5/2 ml,"5,630","4,565",GENTAMICINE,ballouchi.github.io/medoc
CIDOMYCINE 80,80 mg/2 ml,Solution injectable,B/5/2 ml,"8,760","7,446",GENTAMICINE,ballouchi.github.io/medoc
GENTAINJECT 80,80 mg/2 ml,Solution injectable,B/5/2 ml,"9,620","7,446",GENTAMICINE,ballouchi.github.io/medoc
ISONIAZIDE,100 mg,Comprimés,B/100,"6,315","5,355",ISONIAZIDE,ballouchi.github.io/medoc
PDP-ISONIAZIDE,100 mg,Comprimés,B/100,"10,834","5,355",ISONIAZIDE,ballouchi.github.io/medoc
LEVOMAX,500 mg,Comprimés pelliculés sécables,FL/5,"15,225","12,342",LEVOFLOXACINE,ballouchi.github.io/medoc
AVOXINE 500,500 mg,Comprimés pelliculés sécables,FL/5,"15,315","12,342",LEVOFLOXACINE,ballouchi.github.io/medoc
LEVOREC,500 mg,Comprimés pelliculés sécables,FL/5,"15,315","12,342",LEVOFLOXACINE,ballouchi.github.io/medoc
LEVOFOR,500 mg,Comprimés pelliculés sécables,B/5,"16,735","12,342",LEVOFLOXACINE,ballouchi.github.io/medoc
LEVODIS,500 mg,Comprimés pelliculés sécables,B/5,"18,615","12,342",LEVOFLOXACINE,ballouchi.github.io/medoc
LEVOX,500 mg,Comprimés pelliculés sécables,B/5,"19,280","12,342",LEVOFLOXACINE,ballouchi.github.io/medoc
TAVAFLOX,500 mg,Comprimés pelliculés sécables,B/5,"22,775","12,342",LEVOFLOXACINE,ballouchi.github.io/medoc
LEVOFLOX,500 mg,Comprimés pelliculés sécables,B/5,"24,595","12,342",LEVOFLOXACINE,ballouchi.github.io/medoc
LEVOFLOXACINE WINTHROP,500 mg,Comprimés pelliculés,B/5,"24,595","12,342",LEVOFLOXACINE,ballouchi.github.io/medoc
LEVOCINE,500 mg,Comprimés pelliculés sécables,B/5,"24,615","12,342",LEVOFLOXACINE,ballouchi.github.io/medoc
TAVANIC,500 mg,Comprimés pelliculés,B/5,"33,710","12,342",LEVOFLOXACINE,ballouchi.github.io/medoc
LEVOMAX,500 mg,Comprimés pelliculés sécables,B/10,"29,040","24,684",LEVOFLOXACINE,ballouchi.github.io/medoc
LEVOREC,500 mg,Comprimés pelliculés sécables,B/10,"29,040","24,684",LEVOFLOXACINE,ballouchi.github.io/medoc
AVOXINE 500,500 mg,Comprimés pelliculés sécables,FL/10,"30,210","24,684",LEVOFLOXACINE,ballouchi.github.io/medoc
LEVOFOR,500 mg,Comprimés pelliculés sécables,B/10,"30,210","24,684",LEVOFLOXACINE,ballouchi.github.io/medoc
LEVODIS,500 mg,Comprimés pelliculés sécables,B/10,"30,780","24,684",LEVOFLOXACINE,ballouchi.github.io/medoc
LEVOX,500 mg,Comprimés pelliculés sécables,B/10,"32,550","24,684",LEVOFLOXACINE,ballouchi.github.io/medoc
TAVAFLOX,500 mg,Comprimés pelliculés sécables,B/10,"37,425","24,684",LEVOFLOXACINE,ballouchi.github.io/medoc
LEVOFLOX,500 mg,Comprimés pelliculés sécables,B/10,"39,590","24,684",LEVOFLOXACINE,ballouchi.github.io/medoc
LEVOCINE,500 mg,Comprimés pelliculés sécables,B/10,"39,760","24,684",LEVOFLOXACINE,ballouchi.github.io/medoc
TAVANIC,500 mg,Comprimés pelliculés,B/10,"50,375","24,684",LEVOFLOXACINE,ballouchi.github.io/medoc
LEVOCINE,750 mg,Comprimés pelliculés,B/5,"22,280","0,000",LEVOFLOXACINE,ballouchi.github.io/medoc
LEVOREC,750 mg,Comprimés pelliculés,B/5,"22,280","0,000",LEVOFLOXACINE,ballouchi.github.io/medoc
LINCOCINE,600 mg,Solution injectable,B/1/2 ml,"2,040","1,734",LINCOMYCINE,ballouchi.github.io/medoc
NIDAZOL,250 mg,Comprimés pelliculés,B/20,"2,520","2,142",METRONIDAZOLE,ballouchi.github.io/medoc
METROGYL,250 mg,Comprimés pelliculés,B/20,"2,735","2,142",METRONIDAZOLE,ballouchi.github.io/medoc
PROTOGYL,250 mg,Comprimés,B/20,"2,890","2,142",METRONIDAZOLE,ballouchi.github.io/medoc
TAMIZOL,250 mg,Comprimés pelliculés,B/20,"3,640","2,142",METRONIDAZOLE,ballouchi.github.io/medoc
FLAGYL,250 mg,Comprimés pelliculés,B/20,"4,780","2,142",METRONIDAZOLE,ballouchi.github.io/medoc
FLAMET,250 mg,Comprimés pelliculés,B/20,"6,140","2,142",METRONIDAZOLE,ballouchi.github.io/medoc
NIDAZOLE,500 mg,Comprimés pelliculés,B/14,"4,335","0,000",METRONIDAZOLE,ballouchi.github.io/medoc
TAMIZOL,500 mg,Comprimés pelliculés sécables,B/14,"4,710","0,000",METRONIDAZOLE,ballouchi.github.io/medoc
FLAMET,500 mg,Comprimés pelliculés,B/20,"6,720","0,000",METRONIDAZOLE,ballouchi.github.io/medoc
PROTOGYL,500 mg,Ovules,B/10,"3,310","1,324",METRONIDAZOLE,ballouchi.github.io/medoc
METRONIDAZOLE OPALIA,"4,00%",Suspension buvable,FL/120 ml,"5,050","4,284",METRONIDAZOLE,ballouchi.github.io/medoc
TAMIZOL,"4,00%",Suspension buvable,FL/125 ml,"6,040","4,463",METRONIDAZOLE,ballouchi.github.io/medoc
SPIRAZOL,"0,75 MUI/125 mg",Comprimés pelliculés,B/20,"4,495","3,808",METRONIDAZOLE+SPIRAMYCINE,ballouchi.github.io/medoc
OGYL,"0,75 MUI/125 mg",Comprimés pelliculés,B/20,"5,145","3,808",METRONIDAZOLE+SPIRAMYCINE,ballouchi.github.io/medoc
SPIROGYL,"0,75 MUI/125 mg",Comprimés pelliculés,B/20,"5,740","3,808",METRONIDAZOLE+SPIRAMYCINE,ballouchi.github.io/medoc
RODOGYL,"0,75 MUI/125 mg",Comprimés pelliculés,B/20,"8,265","3,808",METRONIDAZOLE+SPIRAMYCINE,ballouchi.github.io/medoc
SPIROGYL,"0,75 MUI/125 mg",Comprimés pelliculés,B/500,,"0,000",METRONIDAZOLE+SPIRAMYCINE,ballouchi.github.io/medoc
SPIRAMIZOLE,"1,5 MUI/250 mg",Comprimés pelliculés sécables,B/10,"5,460","4,539",METRONIDAZOLE+SPIRAMYCINE,ballouchi.github.io/medoc
BI-SPIROGYL,"1,5 MUI/250 mg",Comprimés pelliculés,B/10,"7,660","4,539",METRONIDAZOLE+SPIRAMYCINE,ballouchi.github.io/medoc
BIOGYL,"1,5 MUI/250 mg",Comprimés pelliculés sécables,B/10,"8,345","4,539",METRONIDAZOLE+SPIRAMYCINE,ballouchi.github.io/medoc
BIRODOGYL,"1,5 MUI/250 mg",Comprimés pelliculés,B/10,"8,965","4,539",METRONIDAZOLE+SPIRAMYCINE,ballouchi.github.io/medoc
BI-SPIRAZOL,"1,5 MUI/250 mg",Comprimés pelliculés,B/10,"9,355","4,539",METRONIDAZOLE+SPIRAMYCINE,ballouchi.github.io/medoc
SPIRAMIZOLE,"1,5 MUI/250 mg",Comprimés pelliculés sécables,B/20,"10,680","9,078",METRONIDAZOLE+SPIRAMYCINE,ballouchi.github.io/medoc
BI-SPIROGYL,"1,5 MUI/250 mg",Comprimés pelliculés,B/20,"10,890","9,078",METRONIDAZOLE+SPIRAMYCINE,ballouchi.github.io/medoc
BIOGYL,"1,5 MUI/250 mg",Comprimés pelliculés sécables,B/20,"11,460","9,078",METRONIDAZOLE+SPIRAMYCINE,ballouchi.github.io/medoc
BI-SPIRAZOL,"1,5 MUI/250 mg",Comprimés pelliculés,B/20,"12,675","9,078",METRONIDAZOLE+SPIRAMYCINE,ballouchi.github.io/medoc
BI-SPIROGYL,"1,5 MUI/250 mg",Comprimés pelliculés,B/500,,"0,000",METRONIDAZOLE+SPIRAMYCINE,ballouchi.github.io/medoc
ODYCIN,"0,5 %",Collyre,FL/3 ml,"6,910","0,000",MOXIFLOXACINE,ballouchi.github.io/medoc
NETROMICINE,100 mg,Solution injectable,B/1/1 ml,"5,790","4,922",NETILMICINE SULFATE,ballouchi.github.io/medoc
FURADANTINE,50 mg,Gélules,B/21,"3,409","2,892",NITROFURANTOINE,ballouchi.github.io/medoc
NORACIN,400 mg,Comprimés pelliculés,B/14,"11,890","10,103",NORFLOXACINE,ballouchi.github.io/medoc
MONOFLOCET,200 mg,Comprimés pelliculés,B/2,"5,240","2,324",OFLOXACINE,ballouchi.github.io/medoc
GAMOFLO,200 mg,Comprimés pelliculés sécables,B/10,"17,775","11,620",OFLOXACINE,ballouchi.github.io/medoc
OFLOXACINE WINTHROP,200 mg,Comprimés pelliculés,B/10,"17,775","11,620",OFLOXACINE,ballouchi.github.io/medoc
OFLODIS,200 mg,Comprimés pelliculés sécables,B/10,"18,190","11,620",OFLOXACINE,ballouchi.github.io/medoc
OFLOCET,200 mg,Comprimés pelliculés,B/10,"31,360","11,620",OFLOXACINE,ballouchi.github.io/medoc
GAMOFLO,200 mg,Comprimés pelliculés sécables,B/14,"21,805","16,267",OFLOXACINE,ballouchi.github.io/medoc
OFLOCET,200 mg,Comprimés pelliculés,B/14,"36,965","16,267",OFLOXACINE,ballouchi.github.io/medoc
OFLODIS,200 mg,Comprimés pelliculés sécables,B/20,"27,355","23,239",OFLOXACINE,ballouchi.github.io/medoc
OXACILLINE WINTHROP,500 mg,Gélules,B/12,"5,325","3,386",OXACILLINE,ballouchi.github.io/medoc
OXACILLINE ZENTIVA,500 mg,Gélules,B/24,"7,975","6,773",OXACILLINE,ballouchi.github.io/medoc
OXACIL IM IV,1 g,Pdre p.prep.injectable,B/1 FL + Solvant 5 ml,"2,820","2,397",OXACILLINE,ballouchi.github.io/medoc
ORACILLINE,1 MU,Comprimés sécables,B/12,"4,255","3,611",PHENOXYMETHYLPENICILLINE,ballouchi.github.io/medoc
OSPEN,1 MUI,Comprimés pelliculés,B/12,"4,360","3,611",PHENOXYMETHYLPENICILLINE,ballouchi.github.io/medoc
PENI-V,1 MUI,Comprimés pelliculés sécables,B/12,"4,470","3,611",PHENOXYMETHYLPENICILLINE,ballouchi.github.io/medoc
OSPEN,400 000 UI,Poudre pour suspension orale,FL/60 ml,"3,950","3,315",PHENOXYMETHYLPENICILLINE,ballouchi.github.io/medoc
PYOSTACINE 500,500 mg,Comprimés pelliculés,B/16,"16,009","13,600",PRISTINAMYCINE,ballouchi.github.io/medoc
RIFADIN,600 mg,Pdre p.prep.injectable,B/1+1/10 ml,"19,024","16,170",RIFAMPICINE,ballouchi.github.io/medoc
RIFADINE,"2,00%",Sirop,FL/120 ml,"26,555","22,542",RIFAMPICINE,ballouchi.github.io/medoc
ROMAC,100 mg,Comprimés,B/12,"7,360","6,253",ROXITHROMYCINE,ballouchi.github.io/medoc
ROXAMED,150 mg,Comprimés pelliculés,B/12,"9,475","7,497",ROXITHROMYCINE,ballouchi.github.io/medoc
ROMAC,150 mg,Comprimés,B/12,"9,930","7,497",ROXITHROMYCINE,ballouchi.github.io/medoc
ROXIMAX,150 mg,Comprimés pelliculés sécables,B/12,"9,940","7,497",ROXITHROMYCINE,ballouchi.github.io/medoc
ROXITHROMYCINE WINTHROP,150 mg,Comprimés pelliculés,B/12,"10,295","7,497",ROXITHROMYCINE,ballouchi.github.io/medoc
RULID 150,150 mg,Comprimés pelliculés,B/12,"17,680","7,497",ROXITHROMYCINE,ballouchi.github.io/medoc
ROXIMAX,150 mg,Comprimés pelliculés sécables,B/16,"11,765","9,996",ROXITHROMYCINE,ballouchi.github.io/medoc
ROVAMYCINE,"0,75 MU",Comprimés,B/20,"3,955","3,349",SPIRAMYCINE,ballouchi.github.io/medoc
SPIRA 1.5 MUI,"1,5 MU",Comprimés pelliculés,B/16,"7,140","6,066",SPIRAMYCINE,ballouchi.github.io/medoc
ROVAMYCINE,"1,5 MU",Comprimés pelliculés,B/16,"8,725","6,066",SPIRAMYCINE,ballouchi.github.io/medoc
